ID	Profile	Age	Gender	Location	Current Role	Desired Field	Income Range	Education Level	Time Commitment	Adopter Category
585	Career Changer / Adult Learner	48	Non-binary	Australia	Nurse	MBA	$70k–$90k	Associate	10-15 hours per week	Early Majority
586	Career Changer / Adult Learner	37	Non-binary	UK	Accountant	MBA	$30k–$50k	Some College	5-10 hours per week (part-time)	Early Majority
587	Career Changer / Adult Learner	49	Prefer not to say	India	Accountant	Data Science	$70k–$90k	Associate	10-15 hours per week (1-2 courses)	Early Majority
588	Career Changer / Adult Learner	41	Male	Germany	Technician	AI & Machine Learning	$120k+	Master's	10-15 hours per week	Innovator
589	Career Changer / Adult Learner	32	Male	UK	Nurse	AI & Machine Learning	$30k–$50k	Bachelor's	5-10 hours per week (1 course)	Early Adopter
590	Working Professional Considering Graduate Degrees	29	Female	US	HR Coordinator	UX Design	$90k–$120k	Master's	15-20 hours per week (2 courses)	Innovator
591	Working Professional Considering Graduate Degrees	48	Female	Germany	Accountant	Healthcare Administration	$90k–$120k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
592	Working Professional Considering Graduate Degrees	55	Female	Canada	Accountant	Cybersecurity	$50k–$70k	Some College	5-10 hours per week (1 course)	Late Majority
593	Working Professional Considering Graduate Degrees	55	Prefer not to say	UK	Nurse	Finance	$70k–$90k	Bachelor's	5-10 hours per week (1 course)	Early Majority
594	Working Professional Considering Graduate Degrees	37	Prefer not to say	India	HR Coordinator	Cybersecurity	$30k–$50k	Associate	5-10 hours per week (1 course)	Early Majority
595	Working Professional Considering Graduate Degrees	37	Non-binary	UK	Teacher	Finance	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Majority
596	Working Professional Considering Graduate Degrees	41	Non-binary	India	Marketing Specialist	UX Design	$90k–$120k	Some College	10-15 hours per week	Early Majority
597	Working Professional Considering Graduate Degrees	41	Male	India	HR Coordinator	MBA	$90k–$120k	Associate	10-15 hours per week (1-2 courses)	Early Adopter
598	Working Professional Considering Graduate Degrees	28	Non-binary	Canada	Sales Manager	Data Science	$120k+	Master's	10-15 hours per week (1-2 courses)	Innovator
599	Working Professional Considering Graduate Degrees	34	Male	Canada	Teacher	Finance	$120k+	Bachelor's	10-15 hours per week (1-2 courses)	Innovator
600	Career Changer / Adult Learner	47	Male	India	HR Coordinator	AI & Machine Learning	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Majority
601	Working Professional Considering Graduate Degrees	37	Male	India	Technician	Cybersecurity	$70k–$90k	Associate	10-15 hours per week	Early Adopter
602	Working Professional Considering Graduate Degrees	35	Female	Germany	Nurse	Healthcare Administration	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Adopter
603	Career Changer / Adult Learner	41	Female	Australia	Technician	Finance	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
604	Career Changer / Adult Learner	50	Female	Canada	Nurse	UX Design	$30k–$50k	Master's	5-10 hours per week (part-time)	Early Adopter
605	Working Professional Considering Graduate Degrees	27	Non-binary	UK	Software Engineer	AI & Machine Learning	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Adopter
606	Working Professional Considering Graduate Degrees	47	Female	Canada	Accountant	Public Policy	$120k+	Master's	10-15 hours per week	Early Adopter
607	Working Professional Considering Graduate Degrees	25	Male	Canada	Technician	AI & Machine Learning	$120k+	Associate	10-15 hours per week (1-2 courses)	Innovator
608	Working Professional Considering Graduate Degrees	30	Female	Canada	Teacher	Healthcare Administration	$30k–$50k	Bachelor's	5-10 hours per week (1 course)	Early Adopter
609	Career Changer / Adult Learner	37	Prefer not to say	Germany	Accountant	Cybersecurity	$90k–$120k	Associate	10-15 hours per week	Early Adopter
610	Working Professional Considering Graduate Degrees	35	Male	India	Teacher	Finance	$30k–$50k	Master's	5-10 hours per week (1 course)	Innovator
611	Working Professional Considering Graduate Degrees	43	Prefer not to say	Germany	Teacher	Cybersecurity	$90k–$120k	Master's	10-15 hours per week (1-2 courses)	Innovator
612	Career Changer / Adult Learner	25	Male	Canada	HR Coordinator	AI & Machine Learning	$120k+	Bachelor's	10-15 hours per week (1-2 courses)	Innovator
613	Working Professional Considering Graduate Degrees	49	Non-binary	UK	Marketing Specialist	Healthcare Administration	$50k–$70k	Associate	5-10 hours per week (1 course)	Early Majority
614	Working Professional Considering Graduate Degrees	24	Male	India	Technician	AI & Machine Learning	$30k–$50k	Associate	5-10 hours per week (1 course)	Early Adopter
615	Working Professional Considering Graduate Degrees	44	Prefer not to say	India	Marketing Specialist	UX Design	$90k–$120k	Master's	10-15 hours per week	Innovator
616	Career Changer / Adult Learner	42	Prefer not to say	India	Nurse	Data Science	$90k–$120k	Associate	10-15 hours per week	Early Adopter
617	Career Changer / Adult Learner	51	Non-binary	Canada	Accountant	MBA	$90k–$120k	Some College	5-10 hours per week (1 course)	Early Majority
618	Career Changer / Adult Learner	41	Female	Germany	Accountant	MBA	$90k–$120k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
619	Career Changer / Adult Learner	47	Male	India	Marketing Specialist	MBA	$90k–$120k	Master's	10-15 hours per week	Early Adopter
620	Working Professional Considering Graduate Degrees	47	Female	Germany	Nurse	AI & Machine Learning	$30k–$50k	Bachelor's	5-10 hours per week (part-time)	Early Majority
621	Career Changer / Adult Learner	29	Female	Canada	Accountant	Finance	$70k–$90k	Master's	10-15 hours per week	Innovator
622	Working Professional Considering Graduate Degrees	32	Prefer not to say	Germany	HR Coordinator	UX Design	$30k–$50k	Master's	5-10 hours per week (part-time)	Innovator
623	Career Changer / Adult Learner	27	Male	UK	HR Coordinator	Public Policy	$90k–$120k	Master's	10-15 hours per week	Innovator
624	Working Professional Considering Graduate Degrees	45	Female	US	Software Engineer	Data Science	$120k+	Master's	10-15 hours per week (1-2 courses)	Innovator
625	Career Changer / Adult Learner	32	Prefer not to say	UK	Nurse	Finance	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
626	Working Professional Considering Graduate Degrees	48	Female	India	Marketing Specialist	Cybersecurity	$90k–$120k	Some College	10-15 hours per week (1-2 courses)	Early Majority
627	Working Professional Considering Graduate Degrees	29	Non-binary	India	Nurse	Data Science	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
628	Career Changer / Adult Learner	41	Female	Germany	Nurse	Healthcare Administration	$90k–$120k	Master's	10-15 hours per week	Innovator
629	Career Changer / Adult Learner	38	Female	Australia	Nurse	Cybersecurity	$120k+	Some College	10-15 hours per week	Early Majority
630	Career Changer / Adult Learner	39	Prefer not to say	Germany	Technician	Cybersecurity	$50k–$70k	Some College	5-10 hours per week (1 course)	Early Majority
631	Working Professional Considering Graduate Degrees	40	Male	UK	Sales Manager	Finance	$50k–$70k	Master's	5-10 hours per week (part-time)	Early Adopter
632	Career Changer / Adult Learner	39	Non-binary	Germany	HR Coordinator	MBA	$90k–$120k	Some College	10-15 hours per week	Early Majority
633	Working Professional Considering Graduate Degrees	55	Non-binary	India	Technician	MBA	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Majority
634	Career Changer / Adult Learner	40	Male	Australia	Technician	Data Science	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Adopter
635	Working Professional Considering Graduate Degrees	42	Male	India	Technician	Cybersecurity	$90k–$120k	Master's	10-15 hours per week	Innovator
636	Career Changer / Adult Learner	24	Female	Australia	Software Engineer	Public Policy	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Innovator
637	Working Professional Considering Graduate Degrees	46	Non-binary	UK	Sales Manager	UX Design	$120k+	Bachelor's	10-15 hours per week	Early Adopter
638	Working Professional Considering Graduate Degrees	49	Male	Canada	Marketing Specialist	Finance	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Majority
639	Career Changer / Adult Learner	50	Prefer not to say	India	Technician	AI & Machine Learning	$70k–$90k	Bachelor's	5-10 hours per week (1 course)	Early Majority
640	Working Professional Considering Graduate Degrees	28	Female	Australia	HR Coordinator	MBA	$90k–$120k	Master's	10-15 hours per week (1-2 courses)	Innovator
641	Career Changer / Adult Learner	31	Prefer not to say	India	Nurse	Healthcare Administration	$50k–$70k	Master's	5-10 hours per week (1 course)	Innovator
642	Working Professional Considering Graduate Degrees	40	Male	India	Nurse	AI & Machine Learning	$90k–$120k	Some College	10-15 hours per week	Early Majority
643	Career Changer / Adult Learner	37	Male	Germany	HR Coordinator	Public Policy	$120k+	Master's	10-15 hours per week (1-2 courses)	Innovator
644	Career Changer / Adult Learner	47	Non-binary	US	Technician	Finance	$30k–$50k	Master's	5-10 hours per week (1 course)	Early Adopter
645	Working Professional Considering Graduate Degrees	50	Male	US	Accountant	Data Science	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Majority
646	Career Changer / Adult Learner	45	Prefer not to say	US	HR Coordinator	AI & Machine Learning	$120k+	Bachelor's	10-15 hours per week	Early Adopter
647	Career Changer / Adult Learner	28	Female	India	Marketing Specialist	Finance	$70k–$90k	Associate	10-15 hours per week (1-2 courses)	Innovator
648	Career Changer / Adult Learner	32	Male	UK	Accountant	Finance	$90k–$120k	Master's	10-15 hours per week	Innovator
649	Working Professional Considering Graduate Degrees	42	Female	India	Nurse	UX Design	$120k+	Master's	10-15 hours per week (1-2 courses)	Innovator
650	Working Professional Considering Graduate Degrees	31	Female	UK	Software Engineer	Public Policy	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
651	Working Professional Considering Graduate Degrees	30	Male	US	Software Engineer	Cybersecurity	$50k–$70k	Associate	5-10 hours per week (1 course)	Early Adopter
652	Working Professional Considering Graduate Degrees	46	Male	Germany	Teacher	Healthcare Administration	$70k–$90k	Some College	10-15 hours per week	Early Majority
653	Career Changer / Adult Learner	49	Female	Canada	Marketing Specialist	Healthcare Administration	$30k–$50k	Associate	5-10 hours per week (1 course)	Early Majority
654	Career Changer / Adult Learner	24	Non-binary	Canada	Sales Manager	Cybersecurity	$120k+	Associate	10-15 hours per week	Innovator
655	Working Professional Considering Graduate Degrees	49	Female	US	Accountant	Cybersecurity	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
656	Career Changer / Adult Learner	49	Prefer not to say	UK	Nurse	Data Science	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Majority
657	Working Professional Considering Graduate Degrees	47	Non-binary	Germany	Software Engineer	UX Design	$70k–$90k	Associate	10-15 hours per week	Early Majority
658	Career Changer / Adult Learner	55	Non-binary	Australia	Marketing Specialist	Healthcare Administration	$120k+	Associate	5-10 hours per week (1 course)	Early Majority
659	Working Professional Considering Graduate Degrees	55	Female	Canada	Teacher	Cybersecurity	$30k–$50k	Bachelor's	5-10 hours per week (1 course)	Early Majority
660	Working Professional Considering Graduate Degrees	47	Non-binary	India	Teacher	Public Policy	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Majority
661	Working Professional Considering Graduate Degrees	39	Female	Canada	Nurse	Public Policy	$120k+	Some College	10-15 hours per week (1-2 courses)	Early Majority
662	Working Professional Considering Graduate Degrees	43	Non-binary	Canada	Marketing Specialist	UX Design	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Majority
663	Working Professional Considering Graduate Degrees	51	Non-binary	Germany	HR Coordinator	UX Design	$120k+	Some College	5-10 hours per week (part-time)	Early Majority
664	Career Changer / Adult Learner	44	Non-binary	UK	Software Engineer	Healthcare Administration	$30k–$50k	Associate	5-10 hours per week (1 course)	Early Majority
665	Career Changer / Adult Learner	51	Prefer not to say	Germany	Sales Manager	Data Science	$120k+	Bachelor's	5-10 hours per week (part-time)	Early Majority
666	Career Changer / Adult Learner	41	Female	US	HR Coordinator	Finance	$70k–$90k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
667	Working Professional Considering Graduate Degrees	43	Female	India	Sales Manager	Public Policy	$120k+	Associate	10-15 hours per week	Early Adopter
668	Career Changer / Adult Learner	55	Prefer not to say	UK	HR Coordinator	Public Policy	$90k–$120k	Some College	5-10 hours per week (1 course)	Late Majority
669	Working Professional Considering Graduate Degrees	26	Prefer not to say	India	Teacher	Healthcare Administration	$90k–$120k	Some College	10-15 hours per week	Early Adopter
670	Career Changer / Adult Learner	26	Male	US	Sales Manager	Public Policy	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Adopter
671	Working Professional Considering Graduate Degrees	51	Prefer not to say	US	Technician	AI & Machine Learning	$90k–$120k	Bachelor's	5-10 hours per week (part-time)	Early Majority
672	Working Professional Considering Graduate Degrees	28	Non-binary	Canada	Accountant	Data Science	$120k+	Some College	10-15 hours per week (1-2 courses)	Early Adopter
673	Career Changer / Adult Learner	28	Male	UK	Sales Manager	Data Science	$90k–$120k	Some College	10-15 hours per week	Early Adopter
674	Working Professional Considering Graduate Degrees	50	Female	US	Nurse	Cybersecurity	$30k–$50k	Some College	5-10 hours per week (part-time)	Early Majority
675	Career Changer / Adult Learner	47	Male	Australia	Marketing Specialist	Public Policy	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
676	Working Professional Considering Graduate Degrees	33	Female	Canada	Software Engineer	Public Policy	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
677	Career Changer / Adult Learner	50	Non-binary	Germany	HR Coordinator	Finance	$90k–$120k	Associate	5-10 hours per week (1 course)	Early Majority
678	Career Changer / Adult Learner	37	Male	UK	Marketing Specialist	AI & Machine Learning	$120k+	Bachelor's	10-15 hours per week	Early Adopter
679	Working Professional Considering Graduate Degrees	31	Non-binary	UK	Marketing Specialist	Healthcare Administration	$30k–$50k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
680	Working Professional Considering Graduate Degrees	45	Male	Canada	Software Engineer	Healthcare Administration	$30k–$50k	Associate	5-10 hours per week (1 course)	Early Majority
681	Working Professional Considering Graduate Degrees	41	Prefer not to say	Germany	Teacher	Data Science	$50k–$70k	Master's	5-10 hours per week (part-time)	Early Adopter
682	Career Changer / Adult Learner	36	Prefer not to say	US	HR Coordinator	Cybersecurity	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
683	Career Changer / Adult Learner	44	Female	Australia	Marketing Specialist	MBA	$120k+	Some College	10-15 hours per week	Early Majority
684	Career Changer / Adult Learner	45	Non-binary	Canada	Marketing Specialist	Data Science	$30k–$50k	Master's	5-10 hours per week (1 course)	Early Adopter
685	Working Professional Considering Graduate Degrees	52	Female	US	Sales Manager	AI & Machine Learning	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Majority
686	Career Changer / Adult Learner	52	Male	UK	Software Engineer	AI & Machine Learning	$30k–$50k	Bachelor's	5-10 hours per week (1 course)	Early Majority
687	Working Professional Considering Graduate Degrees	54	Female	US	Technician	Healthcare Administration	$120k+	Some College	5-10 hours per week (part-time)	Late Majority
688	Working Professional Considering Graduate Degrees	52	Female	Australia	Technician	AI & Machine Learning	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Majority
689	Career Changer / Adult Learner	47	Non-binary	Canada	Nurse	Finance	$50k–$70k	Master's	5-10 hours per week (1 course)	Early Adopter
690	Career Changer / Adult Learner	49	Non-binary	Germany	Teacher	Cybersecurity	$120k+	Some College	10-15 hours per week	Early Majority
691	Working Professional Considering Graduate Degrees	31	Male	Australia	Nurse	UX Design	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
692	Career Changer / Adult Learner	52	Non-binary	Canada	Accountant	AI & Machine Learning	$90k–$120k	Master's	5-10 hours per week (part-time)	Early Adopter
693	Working Professional Considering Graduate Degrees	48	Female	US	Teacher	AI & Machine Learning	$70k–$90k	Master's	10-15 hours per week (1-2 courses)	Early Adopter
694	Working Professional Considering Graduate Degrees	38	Prefer not to say	Canada	Software Engineer	Data Science	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
695	Career Changer / Adult Learner	43	Female	US	Marketing Specialist	Finance	$50k–$70k	Bachelor's	5-10 hours per week (1 course)	Early Adopter
696	Working Professional Considering Graduate Degrees	31	Male	UK	Marketing Specialist	Public Policy	$50k–$70k	Associate	5-10 hours per week (1 course)	Early Adopter
697	Career Changer / Adult Learner	50	Prefer not to say	Germany	Sales Manager	Finance	$90k–$120k	Some College	5-10 hours per week (1 course)	Early Majority
698	Working Professional Considering Graduate Degrees	26	Female	US	Marketing Specialist	Data Science	$70k–$90k	Associate	10-15 hours per week (1-2 courses)	Innovator
699	Working Professional Considering Graduate Degrees	54	Non-binary	Canada	HR Coordinator	Finance	$90k–$120k	Associate	5-10 hours per week (1 course)	Early Majority
700	Career Changer / Adult Learner	35	Female	US	Accountant	AI & Machine Learning	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
701	Career Changer / Adult Learner	43	Non-binary	Canada	Accountant	Public Policy	$120k+	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
702	Working Professional Considering Graduate Degrees	34	Female	US	Marketing Specialist	AI & Machine Learning	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
703	Career Changer / Adult Learner	46	Male	US	Nurse	AI & Machine Learning	$90k–$120k	Some College	10-15 hours per week (1-2 courses)	Early Majority
704	Working Professional Considering Graduate Degrees	27	Female	US	Technician	Finance	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Innovator
705	Working Professional Considering Graduate Degrees	52	Male	Canada	Accountant	UX Design	$90k–$120k	Associate	5-10 hours per week (part-time)	Early Majority
706	Career Changer / Adult Learner	39	Prefer not to say	India	HR Coordinator	Cybersecurity	$70k–$90k	Master's	10-15 hours per week	Innovator
707	Working Professional Considering Graduate Degrees	26	Non-binary	US	Sales Manager	UX Design	$70k–$90k	Bachelor's	10-15 hours per week (1-2 courses)	Innovator
708	Career Changer / Adult Learner	40	Male	India	Accountant	Finance	$70k–$90k	Associate	10-15 hours per week (1-2 courses)	Early Adopter
709	Career Changer / Adult Learner	25	Female	Canada	Marketing Specialist	Cybersecurity	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
710	Working Professional Considering Graduate Degrees	52	Non-binary	Canada	Nurse	Data Science	$30k–$50k	Bachelor's	5-10 hours per week (1 course)	Early Majority
711	Working Professional Considering Graduate Degrees	46	Non-binary	Germany	Accountant	AI & Machine Learning	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Majority
712	Working Professional Considering Graduate Degrees	38	Prefer not to say	US	Nurse	Finance	$50k–$70k	Master's	5-10 hours per week (1 course)	Early Adopter
713	Working Professional Considering Graduate Degrees	27	Male	US	Accountant	UX Design	$50k–$70k	Master's	5-10 hours per week (1 course)	Innovator
714	Career Changer / Adult Learner	51	Prefer not to say	UK	Sales Manager	Cybersecurity	$30k–$50k	Master's	5-10 hours per week (1 course)	Early Adopter
715	Working Professional Considering Graduate Degrees	39	Non-binary	Germany	Teacher	MBA	$120k+	Master's	10-15 hours per week	Innovator
716	Career Changer / Adult Learner	48	Female	UK	Teacher	Data Science	$90k–$120k	Master's	10-15 hours per week (1-2 courses)	Early Adopter
717	Career Changer / Adult Learner	42	Female	Canada	Accountant	MBA	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
718	Career Changer / Adult Learner	40	Male	Canada	Technician	Public Policy	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Majority
719	Working Professional Considering Graduate Degrees	44	Non-binary	Australia	Marketing Specialist	Finance	$90k–$120k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
720	Career Changer / Adult Learner	49	Non-binary	Canada	Software Engineer	Data Science	$70k–$90k	Master's	10-15 hours per week (1-2 courses)	Early Adopter
721	Career Changer / Adult Learner	41	Female	Australia	Accountant	Public Policy	$70k–$90k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
722	Career Changer / Adult Learner	31	Prefer not to say	US	Accountant	Data Science	$30k–$50k	Master's	5-10 hours per week (1 course)	Innovator
723	Career Changer / Adult Learner	37	Non-binary	Australia	Technician	AI & Machine Learning	$90k–$120k	Associate	10-15 hours per week (1-2 courses)	Early Adopter
724	Career Changer / Adult Learner	30	Prefer not to say	Australia	Marketing Specialist	Finance	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
725	Career Changer / Adult Learner	42	Non-binary	Australia	Software Engineer	Healthcare Administration	$70k–$90k	Some College	10-15 hours per week	Early Majority
726	Career Changer / Adult Learner	24	Non-binary	Australia	Sales Manager	Finance	$50k–$70k	Master's	5-10 hours per week (part-time)	Innovator
727	Career Changer / Adult Learner	50	Non-binary	Germany	Nurse	AI & Machine Learning	$120k+	Associate	5-10 hours per week (1 course)	Early Majority
728	Career Changer / Adult Learner	38	Female	UK	Accountant	UX Design	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Majority
729	Career Changer / Adult Learner	41	Male	UK	Software Engineer	Public Policy	$70k–$90k	Some College	10-15 hours per week	Early Majority
730	Career Changer / Adult Learner	38	Female	Australia	Technician	MBA	$90k–$120k	Associate	10-15 hours per week (1-2 courses)	Early Adopter
731	Working Professional Considering Graduate Degrees	54	Non-binary	Canada	HR Coordinator	AI & Machine Learning	$90k–$120k	Bachelor's	5-10 hours per week (part-time)	Early Majority
732	Working Professional Considering Graduate Degrees	29	Male	US	Accountant	Healthcare Administration	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
733	Career Changer / Adult Learner	33	Female	Australia	Software Engineer	Public Policy	$90k–$120k	Some College	10-15 hours per week	Early Adopter
734	Career Changer / Adult Learner	36	Non-binary	UK	Marketing Specialist	MBA	$120k+	Master's	10-15 hours per week	Innovator
735	Working Professional Considering Graduate Degrees	51	Non-binary	Germany	HR Coordinator	MBA	$50k–$70k	Master's	5-10 hours per week (part-time)	Early Adopter
736	Career Changer / Adult Learner	46	Female	Germany	Teacher	MBA	$50k–$70k	Master's	5-10 hours per week (1 course)	Early Adopter
737	Career Changer / Adult Learner	38	Non-binary	India	Sales Manager	MBA	$50k–$70k	Master's	5-10 hours per week (1 course)	Early Adopter
738	Working Professional Considering Graduate Degrees	38	Male	UK	Sales Manager	Healthcare Administration	$90k–$120k	Bachelor's	10-15 hours per week (1-2 courses)	Early Adopter
739	Working Professional Considering Graduate Degrees	35	Non-binary	UK	Nurse	Public Policy	$30k–$50k	Associate	5-10 hours per week (part-time)	Early Adopter
740	Career Changer / Adult Learner	44	Female	Canada	Marketing Specialist	AI & Machine Learning	$30k–$50k	Master's	5-10 hours per week (1 course)	Early Adopter
741	Career Changer / Adult Learner	27	Prefer not to say	UK	Sales Manager	Cybersecurity	$120k+	Bachelor's	10-15 hours per week	Innovator
742	Career Changer / Adult Learner	28	Female	UK	Sales Manager	Data Science	$70k–$90k	Master's	10-15 hours per week	Innovator
743	Career Changer / Adult Learner	25	Prefer not to say	India	Marketing Specialist	Finance	$50k–$70k	Some College	5-10 hours per week (1 course)	Early Adopter
744	Career Changer / Adult Learner	40	Female	Germany	Technician	Healthcare Administration	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
745	Working Professional Considering Graduate Degrees	38	Prefer not to say	Canada	Sales Manager	MBA	$50k–$70k	Associate	5-10 hours per week (1 course)	Early Majority
746	Career Changer / Adult Learner	42	Female	Germany	HR Coordinator	Healthcare Administration	$90k–$120k	Master's	10-15 hours per week	Innovator
747	Career Changer / Adult Learner	30	Female	US	Software Engineer	Healthcare Administration	$90k–$120k	Bachelor's	15-20 hours per week (2 courses)	Innovator
748	Working Professional Considering Graduate Degrees	52	Prefer not to say	Canada	Software Engineer	Cybersecurity	$30k–$50k	Some College	5-10 hours per week (part-time)	Early Majority
749	Career Changer / Adult Learner	40	Non-binary	US	Teacher	Healthcare Administration	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
750	Working Professional Considering Graduate Degrees	27	Female	Australia	Sales Manager	MBA	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Adopter
751	Career Changer / Adult Learner	54	Male	US	Accountant	Public Policy	$120k+	Bachelor's	5-10 hours per week (1 course)	Early Majority
752	Working Professional Considering Graduate Degrees	55	Prefer not to say	India	Technician	Cybersecurity	$120k+	Bachelor's	5-10 hours per week (1 course)	Early Majority
753	Working Professional Considering Graduate Degrees	27	Female	US	Nurse	Cybersecurity	$70k–$90k	Master's	10-15 hours per week	Innovator
754	Career Changer / Adult Learner	24	Female	Canada	Nurse	Cybersecurity	$70k–$90k	Master's	10-15 hours per week	Innovator
755	Career Changer / Adult Learner	31	Prefer not to say	Germany	Teacher	Finance	$70k–$90k	Some College	10-15 hours per week (1-2 courses)	Early Adopter
756	Career Changer / Adult Learner	31	Non-binary	UK	Marketing Specialist	Data Science	$50k–$70k	Bachelor's	5-10 hours per week (part-time)	Early Adopter
757	Working Professional Considering Graduate Degrees	36	Prefer not to say	UK	HR Coordinator	Public Policy	$120k+	Some College	10-15 hours per week	Early Majority
758	Working Professional Considering Graduate Degrees	37	Prefer not to say	Canada	Sales Manager	Data Science	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
759	Career Changer / Adult Learner	30	Male	India	Teacher	Finance	$70k–$90k	Bachelor's	10-15 hours per week	Innovator
760	Working Professional Considering Graduate Degrees	38	Male	Germany	Sales Manager	UX Design	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
761	Working Professional Considering Graduate Degrees	26	Female	Germany	Technician	MBA	$70k–$90k	Some College	10-15 hours per week (1-2 courses)	Early Adopter
762	Career Changer / Adult Learner	50	Male	Canada	Marketing Specialist	Cybersecurity	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
763	Career Changer / Adult Learner	43	Non-binary	US	Marketing Specialist	AI & Machine Learning	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
764	Career Changer / Adult Learner	33	Female	India	Nurse	MBA	$120k+	Master's	10-15 hours per week	Innovator
765	Working Professional Considering Graduate Degrees	29	Non-binary	UK	HR Coordinator	Data Science	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Adopter
766	Working Professional Considering Graduate Degrees	50	Non-binary	Australia	Software Engineer	MBA	$90k–$120k	Bachelor's	5-10 hours per week (part-time)	Early Majority
767	Career Changer / Adult Learner	26	Male	Australia	Sales Manager	Data Science	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Adopter
768	Working Professional Considering Graduate Degrees	33	Male	Canada	Marketing Specialist	MBA	$50k–$70k	Some College	5-10 hours per week (1 course)	Early Majority
769	Career Changer / Adult Learner	38	Female	Germany	Technician	Data Science	$50k–$70k	Associate	5-10 hours per week (part-time)	Early Majority
770	Career Changer / Adult Learner	47	Prefer not to say	US	Teacher	Healthcare Administration	$120k+	Associate	10-15 hours per week	Early Majority
771	Career Changer / Adult Learner	49	Female	Germany	Accountant	Data Science	$70k–$90k	Master's	10-15 hours per week	Early Adopter
772	Career Changer / Adult Learner	30	Non-binary	US	Technician	AI & Machine Learning	$30k–$50k	Some College	5-10 hours per week (1 course)	Early Majority
773	Career Changer / Adult Learner	28	Prefer not to say	India	Marketing Specialist	UX Design	$120k+	Some College	10-15 hours per week	Early Adopter
774	Career Changer / Adult Learner	34	Female	Germany	Teacher	Healthcare Administration	$30k–$50k	Master's	5-10 hours per week (1 course)	Innovator
775	Career Changer / Adult Learner	32	Female	Australia	HR Coordinator	AI & Machine Learning	$120k+	Some College	10-15 hours per week (1-2 courses)	Early Adopter
776	Working Professional Considering Graduate Degrees	49	Male	UK	Marketing Specialist	Finance	$90k–$120k	Associate	10-15 hours per week (1-2 courses)	Early Majority
777	Career Changer / Adult Learner	34	Prefer not to say	US	HR Coordinator	Public Policy	$30k–$50k	Master's	5-10 hours per week (1 course)	Innovator
778	Career Changer / Adult Learner	31	Prefer not to say	Canada	HR Coordinator	Cybersecurity	$70k–$90k	Bachelor's	10-15 hours per week (1-2 courses)	Innovator
779	Career Changer / Adult Learner	50	Female	UK	Teacher	Finance	$50k–$70k	Some College	5-10 hours per week (part-time)	Early Majority
